fout,mag,phase
0.170561203536096,0.999999997932751,-0.00368412216053765
0.178615988760688,0.999999997732888,-0.00385810554576626
0.187051162747022,0.999999997513703,-0.00404030533187049
0.195884689426602,0.999999997273326,-0.00423110954030029
0.205135381081011,0.999999997009709,-0.00443092451695338
0.214822938405398,0.999999996720606,-0.00464017579755327
0.224967992463985,0.999999996403552,-0.00485930901394192
0.235592148626916,0.999999996055845,-0.00508879084297919
0.246718032582047,0.999999995674522,-0.00532911000064427
0.258369338519635,0.999999995256332,-0.00558077828267501
0.270570879592574,0.999999994797711,-0.00584433165456944
0.283348640759614,0.999999994294751,-0.00612033139306143
0.296729834124117,0.999999993743164,-0.00640936528150033
0.310742956886192,0.999999993138249,-0.00671204886150102
0.325417852031636,0.99999999247485,-0.0070290267440449
0.340785771886917,0.999999991747314,-0.00736097398219458
0.356879444675553,0.999999990949439,-0.0077085975088572
0.373733144217635,0.999999990074426,-0.00807263764224282
0.391382762920915,0.999999989114815,-0.00845386966268158
0.409865888218916,0.999999988062428,-0.00885310546361154
0.429221882618846,0.999999986908295,-0.00927119528088435
0.449491967529792,0.999999985642581,-0.00970902950340421
0.470719311049713,0.999999984254496,-0.0101675405695654
0.492949119898189,0.99999998273221,-0.0106477049530378
0.516228735690718,0.999999981062748,-0.0111505452425827
0.540607735759579,0.999999979231882,-0.0116771323198805
0.566138038735981,0.999999977224006,-0.0122285876402931
0.592874015118354,0.999999975022007,-0.0128060856215376
0.620872603062237,0.999999972607117,-0.0134108561448104
0.650193429638378,0.999999969958753,-0.0140441871745592
0.680898937817263,0.999999967054343,-0.0147074275014954
0.713054519450517,0.999999963869132,-0.0154019896155
0.746728654532375,0.999999960375973,-0.0161293527142246
0.781993057037802,0.999999956545091,-0.0168910658537618
0.818922827647849,0.999999952343836,-0.0176887512480125
0.857596613687493,0.999999947736399,-0.0185241077243078
0.898096776616564,0.99999994268351,-0.0193989143419898
0.940509567430472,0.999999937142103,-0.0203150341820039
0.984925310344266,0.999999931064945,-0.0212744183156844
1.0314385951512,0.999999924400241,-0.0222791099610652
1.08014847866548,0.999999917091186,-0.0233312488353539
1.13115869567816,0.999999909075481,-0.0244330757135324
1.18457787987551,0.999999900284806,-0.0255869372020637
1.24051979519027,0.999999890644236,-0.0267952907383043
1.29910357807849,0.999999880071601,-0.0280607098264983
1.360453991238,0.999999868476786,-0.029385889520889
1.42470168930869,0.999999855760964,-0.0307736521684513
1.49198349712067,0.999999841815753,-0.0322269534228631
1.5624427010826,0.999999826522292,-0.033748888543301
1.63622935433103,0.999999809750226,-0.0353426989906057
1.71350059629034,0.999999791356599,-0.0370117793360315
1.7944209873241,0.999999771184632,-0.0387596844964361
1.87916285919027,0.999999749062387,-0.0405901373121939
1.96790668204683,0.999999724801302,-0.0425070364835062
2.06084144878921,0.999999698194582,-0.0445144648825911
2.15816507753824,0.999999669015439,-0.0466166982594585
2.26008483313557,0.999999637015155,-0.0488182143599888
2.36681776854437,0.999999601920963,-0.0511237024759549
2.4785911870952,0.999999563433722,-0.0535380734478921
2.59564312656157,0.999999521225365,-0.0560664701418202
2.71822286609605,0.999999474936103,-0.0587142784232381
2.84659145710652,0.999999424171356,-0.0614871386515214
2.98102227920317,0.999999368498389,-0.0643909577200521
3.1218016224002,0.999999307442619,-0.0674319216681102
3.26922929681207,0.999999240483573,-0.0706165088920963
3.42361927114285,0.999999167050444,-0.0739515039848122
3.58530034132828,0.999999086517224,-0.0774440122332176
3.75461683075458,0.999998998197363,-0.0811014748064568
3.93192932354528,0.999998901337915,-0.0849316846674232
4.11761543247761,0.999998795113111,-0.0889428032431784
4.31207060316391,0.999998678617316,-0.0931433778911084
4.51570895621067,0.999998550857297,-0.0975423601997079
4.72896416914862,0.999998410743751,-0.102149125164424
4.95229040001227,0.999998257082007,-0.10697349128239
5.18616325453552,0.999998088561821,-0.112025741610327
5.43108079902338,0.999997903746199,-0.117316645834302
5.6875646210567,0.999997701059119,-0.122857483400615
5.95616094028884,0.999997478772075,-0.12866006776178
6.23744177170006,0.999997234989309,-0.134736771792779
6.53200614378665,0.999996967631612,-0.141100554437195
6.8404813742794,0.999996674418556,-0.147764988645415
7.16352440610805,0.999996352848998,-0.154744290670939
7.50182320645694,0.999996000179694,-0.162053350794868
7.85609823189134,0.999995613401834,-0.169707765552351
8.2271039626746,0.99999518921529,-0.177723871539874
8.6156305095438,0.999994724000376,-0.186118780886536
9.0225052963656,0.999994213786842,-0.194910418477908
9.44859482225588,0.999993654219864,-0.204117561027055
9.89480650691579,0.99999304052271,-0.213759878092883
10.3620906231142,0.999992367455776,-0.223857975153163
10.8514423204319,0.999991629271618,-0.234433438846773
11.3639037445777,0.999990819665597,-0.245508884507609
11.9005662567893,0.999989931721698,-0.257108006121536
12.4625727580461,0.999988957853051,-0.26925562884748
13.0511201230433,0.99998788973662,-0.28197776425387
13.6674617491108,0.999986718241491,-0.295301668434228
14.3129102255054,0.999985433350118,-0.30925590317799
14.988840128761,0.99998402407182,-0.323870400386851
15.6966909500492,0.999982478347754,-0.33917652994363
16.4379701607853,0.999980782946517,-0.355207171257865
17.2142564230088,0.99997892334942,-0.371996788731819
18.0272029513736,0.999976883624389,-0.389581511413472
18.8785410339096,0.99997464628735,-0.407999217127093
19.7700837190526,0.999972192149809,-0.427289621400023
20.7037296767951,0.999969500151202,-0.44749437153568
21.6814672421806,0.999966547174477,-0.468657146217023
22.7053786497525,0.999963307843123,-0.49082376106566
23.7776444679758,0.999959754297745,-0.514042280625222
24.9005482430757,0.999955855950022,-0.538363137288638
26.0764813621811,0.999951579211648,-0.563839257747068
27.3079481461323,0.999946887195599,-0.590526197601585
28.5975711827969,0.999941739386738,-0.618482284854818
29.9480969122526,0.999936091278434,-0.647768773082479
31.3624014757309,0.999929893971471,-0.678450005181326
32.8434968407797,0.999923093731064,-0.710593588700314
34.3945372156857,0.9999156314973,-0.744270583886438
36.0188257668213,0.999907442343717,-0.779555705721356
37.7198216532178,0.999898454878083,-0.816527541388988
39.501147393349,0.999888590578648,-0.855268784804401
41.3665965798109,0.999877763058269,-0.895866490051669
43.3201419583308,0.999865877247771,-0.938412345829253
45.3659438883069,0.999852828488756,-0.983002973291159
47.5083592029003,0.999838501524649,-1.02974025000601
49.7519504875452,0.999822769377229,-1.07873166314283
52.1014957966395,0.999805492093991,-1.13009069544089
54.5619988291074,0.999786515349528,-1.18393724804064
